Cost_Record_ID,Date,Mess_Hall_ID,Menu_Item,Primary_Ingredient,Ingredient_Quantity_kg,Market_Price_Per_Kg_INR,Total_Ingredient_Cost_INR,Labour_Cost_INR,Fuel_Cost_INR,Total_Cost_INR,Waste_Cost_INR,Supplier_ID,Price_Spike_Flag,Procurement_Method,Batch_Quality_Grade
CR-20220223-MH_B-RAJM,2022-02-23,MH_B,Rajma Rice,Rajma,65.9,153.66,10126.19,591.22,196.66,10914.07,2540.95,V02,False,Contract,A
CR-20220223-MH_B-KEEM,2022-02-23,MH_B,Keema Matar,Mutton,6.52,562.72,3668.93,585.3,180.43,4434.66,676.77,V03,False,Contract,A
CR-20220223-MH_B-SAMO,23/02/2022,MH_B,Samosa,Potato,60.78,39.78,2417.83,,93.56,2511.39,469.53,V04,False,Contract,B
CR-20220223-MH_B-SAMB,2022-02-23,MH_B,Sambar Rice,Lentil,78.29,102.53,8027.07,749.19,296.07,9072.33,2210.8,V09,False,Spot_Market,
CR-20220223-MH_G-BHEL,"February 23, 2022",MH_G,Bhel Puri,Puffed Rice,36.34,60.53,2199.66,,54.55,2254.21,495.58,V06,False,Contract,
CR-20220223-MH_G-IDLI,2022-02-23,MH_G,Idli-Sambar,Rice,75.3,75.02,5649.01,,99.41,5748.42,800.74,V01,False,Contract,A
CR-20220223-MH_G-PURI,23/02/2022,MH_G,Puri-Sabzi,Wheat,42.72,53.67,2292.78,347.25,,2640.03,875.31,V06,False,Spot_Market,B
CR-20220223-MH_G-FRUI,2022-02-23,MH_G,Fruit Plate,Fruits,37.69,84.41,3181.41,496.75,,3678.16,990.61,V11,False,Contract,C
CR-20220223-MH_G-GULA,2022-02-23,MH_G,Gulab Jamun,Milk,79.78,73.89,5894.94,400.92,171.45,6467.31,2112.4,V05,False,Direct_Farm,A
CR-20220223-MH_G-CHIC,2022-02-23,MH_G,Chicken Soup,Chicken,23.44,299.18,7012.78,427.56,94.53,7534.87,1176.75,V03,False,Contract,A
CR-20220224-MH_A-CORN,"February 24, 2022",MH_A,Cornflakes,Maize,32.74,61.16,2002.38,,,2002.38,562.69,V04,False,Contract,A
CR-20220224-MH_A-BOIL,24/02/2022,MH_A,Boiled Eggs,Egg,70.85,8.69,615.69,,285.43,901.12,310.54,V03,False,Spot_Market,A
CR-20220224-MH_A-JAIN,"February 24, 2022",MH_A,Jain Dal,Dal,27.48,135.43,3721.62,588.64,95.89,4406.15,719.55,V08,False,Contract,A
CR-20220224-MH_A-KHEE,2022-02-24,MH_A,Kheer,Milk,38.3,58.74,2249.74,635.03,108.35,2993.12,504.35,V07,False,Contract,A
CR-20220224-MH_A-SAMO,2022-02-24,MH_A,Samosa,Potato,32.14,19.7,633.16,520.96,204.3,1358.42,348.51,V07,False,Spot_Market,A
CR-20220224-MH_B-COFF,2022-02-24,MH_B,Coffee,Coffee Beans,2.26,351.14,793.58,707.93,65.75,1567.26,539.99,V08,False,Direct_Farm,A
CR-20220224-MH_B-BREA,2022-02-24,MH_B,Bread-Butter,Bread,29.73,98.63,2932.27,738.09,119.47,3789.83,754.1,V05,False,Spot_Market,B
CR-20220224-MH_B-KADH,2022-02-24,MH_B,Kadhi Pakoda,Yogurt,43.99,70.14,3085.46,433.6,93.57,3612.63,927.28,V08,False,Spot_Market,A
CR-20220224-MH_B-SAMO,2022-02-24,MH_B,Samosa,Potato,11.02,39.87,,320.26,116.06,875.69,230.78,V02,False,Contract,B
CR-20220224-MH_B-CHIC,2022-02-24,MH_B,Chicken Soup,Chicken,17.46,269.18,4699.88,573.27,130.0,5403.15,1320.4,V08,False,Contract,A
CR-20220224-MH_G-HALW,24/02/2022,MH_G,Halwa,Semolina,62.45,66.29,4139.81,271.95,253.7,4665.46,679.29,V04,False,Contract,B
CR-20220224-MH_G-SAMO,2022-02-24,MH_G,Samosa,Potato,26.08,21.39,557.85,791.29,279.63,1628.77,450.4,V10,False,Spot_Market,A
CR-20220224-MH_G-FRUI,2022-02-24,MH_G,Fruit Plate,Fruits,17.2,127.13,2186.64,769.22,80.76,3036.62,380.97,V10,False,Contract,A
CR-20220224-MH_G-TEA,2022-02-24,MH_G,Tea,Tea Leaves,3.69,278.68,1028.33,,271.67,1300.0,142.23,V12,False,Contract,A
CR-20220224-MH_G-KEEM,2022-02-24,MH_G,Keema Matar,Mutton,17.65,488.89,8628.91,211.35,,8840.26,1270.25,V04,False,Contract,A
CR-20220225-MH_A-CHAN,2022-02-25,MH_A,Chana Masala,Chickpea,26.04,125.19,3259.95,,140.75,3400.7,879.68,V09,False,Contract,B
CR-20220225-MH_A-CHIC,2022-02-25,MH_A,Chicken Biryani,Chicken,13.07,224.66,2936.31,,238.34,3174.65,411.53,V10,False,Contract,B
CR-20220225-MH_A-DAL,2022-02-25,MH_A,Dal Tadka,Dal,68.71,120.9,8307.04,283.62,220.06,8810.72,1702.63,V10,False,Direct_Farm,
CR-20220225-MH_B-CHOL,2022-02-25,MH_B,Chole Bhature,Chickpea,37.94,77.46,2938.83,472.08,236.17,3647.08,1116.05,V05,False,Spot_Market,B
CR-20220225-MH_B-POHA,2022-02-25,MH_B,Poha,Flattened Rice,37.84,56.91,2153.47,584.02,257.13,2994.62,709.61,V08,False,Contract,B
CR-20220225-MH_B-DAL,2022-02-25,MH_B,Dal Tadka,Dal,21.16,116.53,2465.77,,50.09,2515.86,332.67,V07,False,Spot_Market,C
CR-20220225-MH_G-CORN,2022-02-25,MH_G,Cornflakes,Maize,75.48,43.29,3267.53,474.26,,3741.79,1098.99,V01,False,Direct_Farm,C
CR-20220225-MH_G-JAIN,25/02/2022,MH_G,Jain Sabzi,Mixed Vegetables,72.7,71.07,5166.79,243.93,,5410.72,703.43,V02,False,Contract,B
CR-20220225-MH_G-CHAN,2022-02-25,MH_G,Chana Masala,Chickpea,56.71,76.54,4340.58,505.52,166.37,5012.47,536.62,V02,False,Contract,
CR-20220226-MH_A-SAMO,2022-02-26,MH_A,Samosa,Potato,25.56,36.49,932.68,582.47,119.15,1634.3,218.44,V11,False,Spot_Market,A
CR-20220226-MH_A-EGG,2022-02-26,MH_A,Egg Bhurji,Egg,38.77,11.85,459.42,450.19,199.73,1109.34,203.72,V02,False,Contract,B
CR-20220226-MH_A-BISI,2022-02-26,MH_A,Bisi Bele Bath,Lentil,21.61,106.26,2296.28,,279.81,2576.09,278.23,V08,False,Contract,B
CR-20220226-MH_A-MIXE,26/02/2022,MH_A,Mixed Veg,Mixed Vegetables,39.35,68.4,2691.54,747.43,,3438.97,1004.82,V11,False,Spot_Market,A
CR-20220226-MH_A-DAL,2022-02-26,MH_A,Dal Fry,Dal,53.44,117.35,6271.18,666.79,281.67,7219.64,1840.17,V10,False,Contract,
CR-20220226-MH_B-BREA,2022-02-26,MH_B,Bread-Omelette,Egg,50.51,10.75,542.98,317.25,174.94,1035.17,254.17,V12,False,Spot_Market,
CR-20220226-MH_B-GULA,26/02/2022,MH_B,Gulab Jamun,Milk,36.01,69.47,2501.61,317.35,293.89,3112.85,469.31,V09,False,Contract,A
CR-20220226-MH_B-EGG,2022-02-26,MH_B,Egg Fried Rice,Egg,22.61,9.14,206.66,,202.62,409.28,56.07,V06,False,Spot_Market,A
CR-20220226-MH_B-TEA,"February 26, 2022",MH_B,Tea,Tea Leaves,3.11,407.29,1266.67,529.98,,1796.65,280.1,V06,False,Direct_Farm,A
CR-20220226-MH_B-ALOO,26/02/2022,MH_B,Aloo Dum,Potato,8.64,41.68,360.12,392.24,259.59,1011.95,119.28,V01,False,Contract,
CR-20220226-MH_G-FRUI,2022-02-26,MH_G,Fruit Plate,Fruits,31.31,173.7,5438.55,662.43,204.35,6305.33,1800.84,V11,False,Contract,B
CR-20220226-MH_G-MUTT,2022-02-26,MH_G,Mutton Curry,Mutton,5.57,544.13,,351.48,161.02,3543.3,719.68,V10,False,Contract,B
CR-20220226-MH_G-BREA,2022-02-26,MH_G,Bread-Omelette,Egg,26.3,7.57,199.09,779.01,79.93,1058.03,190.01,V12,False,Contract,B
CR-20220226-MH_G-ALOO,"February 26, 2022",MH_G,Aloo Dum,Potato,8.17,30.95,252.86,440.15,161.62,854.63,187.94,V05,False,Spot_Market,
CR-20220226-MH_G-TEA,2022-02-26,MH_G,Tea,Tea Leaves,4.08,380.94,1554.24,592.5,,2146.74,321.69,V05,False,Contract,B
CR-20220227-MH_A-DAL,2022-02-27,MH_A,Dal Fry,Dal,41.76,128.79,5378.27,389.25,159.46,5926.98,818.04,V10,False,Spot_Market,B
CR-20220227-MH_A-ALOO,2022-02-27,MH_A,Aloo Dum,Potato,65.67,42.9,2817.24,513.65,,3330.89,594.95,V07,False,Contract,A
CR-20220227-MH_A-CORN,27/02/2022,MH_A,Cornflakes,Maize,18.32,61.17,1120.63,305.99,202.13,1628.75,249.36,V11,False,Spot_Market,C
CR-20220227-MH_A-BOIL,2022-02-27,MH_A,Boiled Eggs,Egg,20.54,10.4,213.62,492.36,75.09,781.07,205.21,V03,False,Contract,
CR-20220227-MH_A-VEGE,2022-02-27,MH_A,Vegetable Soup,Mixed Vegetables,21.15,51.08,1080.34,782.13,,1862.47,469.73,V10,False,Spot_Market,B
CR-20220227-MH_B-EGG,"February 27, 2022",MH_B,Egg Fried Rice,Egg,74.71,10.59,791.18,223.48,,1014.66,347.93,V08,False,Contract,B
CR-20220227-MH_B-COFF,27/02/2022,MH_B,Coffee,Coffee Beans,1.57,513.48,806.16,239.72,154.92,1200.8,173.85,V11,False,Spot_Market,C
CR-20220227-MH_B-EGG,27/02/2022,MH_B,Egg Bhurji,Egg,20.59,10.45,215.17,599.01,,814.18,114.18,V07,False,Spot_Market,B
CR-20220227-MH_B-DAL,2022-02-27,MH_B,Dal Tadka,Dal,34.31,126.93,4354.97,,203.77,4558.74,1030.8,V03,False,Direct_Farm,B
CR-20220227-MH_B-MUTT,2022-02-27,MH_B,Mutton Curry,Mutton,20.98,516.04,10826.52,755.92,150.0,11732.44,1828.67,V07,False,Direct_Farm,C
CR-20220227-MH_G-KEEM,27/02/2022,MH_G,Keema Matar,Mutton,21.24,487.32,10350.68,225.19,259.3,10835.17,1575.76,V09,False,Contract,A
CR-20220227-MH_G-SAMO,2022-02-27,MH_G,Samosa,Potato,14.73,43.84,645.76,,260.43,906.19,255.2,V12,False,Contract,
CR-20220227-MH_G-VEGE,"February 27, 2022",MH_G,Vegetable Soup,Mixed Vegetables,47.79,73.05,3491.06,796.64,253.68,4541.38,1548.35,V06,False,Contract,A
CR-20220227-MH_G-ALOO,2022-02-27,MH_G,Aloo Dum,Potato,30.51,46.36,1414.44,720.22,159.19,2293.85,521.19,V04,False,Spot_Market,A
CR-20220227-MH_G-BAIN,2022-02-27,MH_G,Baingan Bharta,Brinjal,21.3,43.59,928.47,649.97,131.78,1710.22,233.31,V02,False,Contract,B
CR-20220228-MH_A-GULA,2022-02-28,MH_A,Gulab Jamun,Milk,7.84,71.5,560.56,669.31,62.17,1292.04,133.66,V09,False,Contract,A
CR-20220228-MH_A-MIXE,2022-02-28,MH_A,Mixed Veg,Mixed Vegetables,26.58,44.36,1179.09,740.86,59.48,1979.43,429.02,V07,False,Direct_Farm,C
CR-20220228-MH_A-CHIC,28/02/2022,MH_A,Chicken Masala,Chicken,8.32,186.76,1553.84,,,1553.84,462.62,V11,False,Contract,
CR-20220228-MH_B-RAJM,"February 28, 2022",MH_B,Rajma Rice,Rajma,44.21,161.39,7135.05,419.4,,7554.45,1498.49,V05,False,Contract,
CR-20220228-MH_B-PRAW,"February 28, 2022",MH_B,Prawn Masala,Prawn,14.25,476.23,6786.28,434.66,143.83,7364.77,1881.86,V05,False,Contract,B
CR-20220228-MH_B-BHEL,28/02/2022,MH_B,Bhel Puri,Puffed Rice,19.91,48.56,966.83,494.64,,1461.47,213.97,V08,False,Spot_Market,
CR-20220228-MH_G-ALOO,2022-02-28,MH_G,Aloo Gobi,Potato,77.92,36.54,2847.2,563.61,,3410.81,479.91,V08,False,Contract,B
CR-20220228-MH_G-SAMB,2022-02-28,MH_G,Sambar Rice,Lentil,67.7,105.01,7109.18,,,7109.18,1192.53,V04,False,Spot_Market,C
CR-20220228-MH_G-CHIC,2022-02-28,MH_G,Chicken Masala,Chicken,8.6,195.18,1678.55,,149.78,1828.33,186.04,V03,False,Contract,B
CR-20220301-MH_A-BREA,"March 01, 2022",MH_A,Bread-Omelette,Egg,35.41,7.66,271.24,507.66,,778.9,95.44,V03,False,Spot_Market,A
CR-20220301-MH_A-POHA,01/03/2022,MH_A,Poha,Flattened Rice,58.36,64.76,3779.39,,85.19,3864.58,884.49,V10,False,Contract,
CR-20220301-MH_A-SAMB,2022-03-01,MH_A,Sambar Rice,Lentil,11.76,88.15,1036.64,779.03,,1815.67,549.93,V01,False,Spot_Market,A
CR-20220301-MH_A-PRAW,01/03/2022,MH_A,Prawn Masala,Prawn,15.08,454.97,6860.95,248.03,198.03,7307.01,742.86,V09,False,Contract,B
CR-20220301-MH_B-PURI,2022-03-01,MH_B,Puri-Sabzi,Wheat,59.66,39.51,2357.17,247.96,284.41,2889.54,982.45,V10,False,Spot_Market,A
CR-20220301-MH_B-SAMB,2022-03-01,MH_B,Sambar Rice,Lentil,58.31,0.0,7176.79,295.31,229.78,7701.88,1573.59,V08,False,Spot_Market,
CR-20220301-MH_B-JAIN,2022-03-01,MH_B,Jain Sabzi,Mixed Vegetables,19.34,33.6,649.82,726.01,274.97,1650.8,577.67,V08,False,Contract,C
CR-20220301-MH_B-BHEL,01/03/2022,MH_B,Bhel Puri,Puffed Rice,6.56,0.0,377.72,798.47,67.78,1243.97,253.73,V05,False,Spot_Market,A
CR-20220301-MH_G-FRUI,2022-03-01,MH_G,Fruit Plate,Fruits,50.25,152.42,7659.1,503.8,188.21,8351.11,1899.78,V01,False,Contract,A
CR-20220301-MH_G-DUM,2022-03-01,MH_G,Dum Aloo,Potato,49.28,22.05,1086.62,280.28,194.24,1561.14,386.44,V12,False,Contract,
CR-20220301-MH_G-DAL,"March 01, 2022",MH_G,Dal Fry,Dal,46.8,85.77,4014.04,,247.39,4261.43,1063.36,V04,False,Contract,B
CR-20220301-MH_G-PURI,"March 01, 2022",MH_G,Puri-Sabzi,Wheat,43.99,54.08,2378.98,307.25,,2686.23,852.38,V09,False,Contract,C
CR-20220302-MH_A-BISI,2022-03-02,MH_A,Bisi Bele Bath,Lentil,76.67,118.8,9108.4,261.24,,9369.64,2443.81,V07,False,Contract,A
CR-20220302-MH_A-PALA,02/03/2022,MH_A,Palak Paneer,Paneer,32.75,372.14,12187.58,487.38,240.27,12915.23,1480.01,V09,False,Direct_Farm,
CR-20220302-MH_A-DAL,2022-03-02,MH_A,Dal Fry,Dal,18.65,123.34,2300.29,450.59,141.74,2892.62,797.47,V04,False,Spot_Market,
CR-20220302-MH_A-MIXE,2022-03-02,MH_A,Mixed Veg,Mixed Vegetables,13.06,41.66,544.08,,221.96,766.04,111.59,V06,False,Direct_Farm,
CR-20220302-MH_A-SAMB,"March 02, 2022",MH_A,Sambar Rice,Lentil,12.04,105.58,1271.18,289.7,294.37,1855.25,552.66,V07,False,Contract,
CR-20220302-MH_B-HALW,"March 02, 2022",MH_B,Halwa,Semolina,64.32,69.27,4455.45,257.53,180.72,4893.7,627.65,V01,False,Contract,A
CR-20220302-MH_B-KEEM,2022-03-02,MH_B,Keema Matar,Mutton,7.47,556.5,4157.06,488.21,214.61,4859.88,801.35,V07,False,Contract,
CR-20220302-MH_B-TEA,02/03/2022,MH_B,Tea,Tea Leaves,3.78,250.06,945.23,,,945.23,227.16,V08,False,Contract,B
CR-20220302-MH_B-BHEL,"March 02, 2022",MH_B,Bhel Puri,Puffed Rice,27.7,63.64,1762.83,643.66,,2406.49,835.18,V09,False,Contract,
CR-20220302-MH_B-CHIC,2022-03-02,MH_B,Chicken Biryani,Chicken,27.31,234.68,6409.11,715.53,199.42,7324.06,1152.16,V09,False,Contract,B
CR-20220302-MH_G-ALOO,2022-03-02,MH_G,Aloo Paratha,Potato,30.14,17.36,523.23,247.73,279.3,1050.26,341.33,V04,False,Spot_Market,B
CR-20220302-MH_G-SAMO,2022-03-02,MH_G,Samosa,Potato,24.03,43.96,1056.36,274.28,245.41,1576.05,358.35,V12,False,Contract,C
CR-20220302-MH_G-BAIN,2022-03-02,MH_G,Baingan Bharta,Brinjal,55.88,47.85,2673.86,491.05,274.66,3439.57,757.64,V02,False,Contract,A
CR-20220302-MH_G-KHIC,02/03/2022,MH_G,Khichdi,Rice,34.28,83.65,2867.52,,206.32,3073.84,337.92,V08,False,Spot_Market,B
CR-20220302-MH_G-CHOL,2022-03-02,MH_G,Chole Bhature,Chickpea,72.3,80.42,5814.37,,103.84,5918.21,1034.98,V12,False,Contract,B
CR-20220303-MH_A-PRAW,03/03/2022,MH_A,Prawn Masala,Prawn,17.31,484.82,8392.23,485.8,55.12,8933.15,2705.94,V10,False,Contract,C
CR-20220303-MH_A-ALOO,03/03/2022,MH_A,Aloo Paratha,Potato,72.16,25.44,1835.75,677.28,,2513.03,435.44,V05,False,Contract,
CR-20220303-MH_A-ROTI,2022-03-03,MH_A,Roti-Sabzi,Wheat,53.64,41.53,2227.67,,292.75,2520.42,266.0,V09,False,Direct_Farm,B
CR-20220303-MH_B-BISI,2022-03-03,MH_B,Bisi Bele Bath,Lentil,27.48,96.52,2652.37,,,2652.37,833.73,V01,False,Contract,C
CR-20220303-MH_B-CHIC,2022-03-03,MH_B,Chicken Masala,Chicken,7.56,172.76,1306.07,246.0,280.65,1832.72,610.42,V03,False,Spot_Market,A
CR-20220303-MH_B-COFF,2022-03-03,MH_B,Coffee,Coffee Beans,4.44,460.48,2044.53,696.95,,2741.48,804.72,V09,False,Contract,A
CR-20220303-MH_G-JAIN,"March 03, 2022",MH_G,Jain Dal,Dal,47.06,100.63,4735.65,714.25,166.9,5616.8,1801.29,V11,False,Direct_Farm,A
CR-20220303-MH_G-IDLI,"March 03, 2022",MH_G,Idli-Sambar,Rice,76.18,0.0,6690.89,689.91,225.92,7606.72,872.81,V03,False,Contract,
CR-20220303-MH_G-DAL,"March 03, 2022",MH_G,Dal Fry,Dal,22.39,113.98,2552.01,522.9,,3074.91,519.67,V12,False,Spot_Market,B
CR-20220304-MH_A-KEEM,2022-03-04,MH_A,Keema Matar,Mutton,16.92,571.98,,302.15,246.98,10227.03,1053.41,V02,False,Contract,C
CR-20220304-MH_A-FRUI,2022-03-04,MH_A,Fruit Plate,Fruits,59.42,188.77,11216.71,418.06,288.04,11922.81,2303.28,V02,False,Spot_Market,
CR-20220304-MH_A-POHA,2022-03-04,MH_A,Poha,Flattened Rice,66.45,74.11,4924.61,,124.53,5049.14,823.04,V05,False,Contract,B
CR-20220304-MH_A-HALW,"March 04, 2022",MH_A,Halwa,Semolina,32.61,51.51,1679.74,629.05,223.95,2532.74,347.66,V01,False,Direct_Farm,A
CR-20220304-MH_B-ALOO,"March 04, 2022",MH_B,Aloo Paratha,Potato,42.26,44.99,1901.28,409.27,,2310.55,791.83,V01,False,Spot_Market,A
CR-20220304-MH_B-JAIN,04/03/2022,MH_B,Jain Sabzi,Mixed Vegetables,43.47,75.84,3296.76,655.46,265.24,4217.46,1377.25,V09,False,Contract,A
CR-20220304-MH_B-PRAW,2022-03-04,MH_B,Prawn Masala,Prawn,23.41,516.53,,406.44,134.67,12633.08,2599.06,V01,False,Contract,B
CR-20220304-MH_B-UPMA,"March 04, 2022",MH_B,Upma,Semolina,39.92,47.11,1880.63,357.56,189.83,2428.02,450.11,V12,False,Spot_Market,A
CR-20220304-MH_G-BAIN,2022-03-04,MH_G,Baingan Bharta,Brinjal,32.34,54.07,1748.62,,191.37,1939.99,201.96,V04,False,Spot_Market,
CR-20220304-MH_G-TEA,2022-03-04,MH_G,Tea,Tea Leaves,1.88,250.57,471.07,667.89,,1138.96,120.02,V05,False,Contract,
CR-20220304-MH_G-COFF,2022-03-04,MH_G,Coffee,Coffee Beans,4.34,617.57,2680.25,,81.92,2762.17,409.99,V02,False,Contract,A
CR-20220304-MH_G-RAVA,"March 04, 2022",MH_G,Rava Idli,Semolina,34.5,55.73,1922.68,638.02,,2560.7,416.23,V04,False,Contract,
CR-20220305-MH_A-EGG,2022-03-05,MH_A,Egg Fried Rice,Egg,76.11,10.71,815.14,611.21,,1426.35,485.72,V05,False,Spot_Market,C
CR-20220305-MH_A-SAMO,"March 05, 2022",MH_A,Samosa,Potato,74.77,44.69,3341.47,,209.34,3550.81,1063.54,V12,False,Spot_Market,B
CR-20220305-MH_A-DAL,2022-03-05,MH_A,Dal Tadka,Dal,53.15,105.98,5632.84,471.31,99.26,6203.41,1675.08,V05,False,Contract,A
CR-20220305-MH_A-DAL,2022-03-05,MH_A,Dal Fry,Dal,66.29,128.92,8546.11,395.3,,8941.41,1462.86,V07,False,Contract,
CR-20220305-MH_A-PRAW,2022-03-05,MH_A,Prawn Masala,Prawn,16.4,384.75,6309.9,260.66,,6570.56,1244.78,V02,False,Spot_Market,A
CR-20220305-MH_A-CHIC,2022-03-05,MH_A,Chicken Soup,Chicken,9.82,226.8,2227.18,,219.89,2447.07,574.08,V04,False,Contract,A
CR-20220305-MH_B-COFF,"March 05, 2022",MH_B,Coffee,Coffee Beans,1.64,583.51,956.96,568.8,212.56,1738.32,337.08,V07,False,Spot_Market,A
CR-20220305-MH_B-BHEL,2022-03-05,MH_B,Bhel Puri,Puffed Rice,49.19,61.87,3043.39,299.02,,3342.41,735.22,V08,False,Spot_Market,A
CR-20220305-MH_B-RAJM,2022-03-05,MH_B,Rajma Rice,Rajma,64.54,137.0,8841.98,421.78,246.66,9510.42,1071.14,V11,False,Spot_Market,A
CR-20220305-MH_B-DAL,"March 05, 2022",MH_B,Dal Tadka,Dal,57.55,109.65,6310.36,428.38,276.82,7015.56,887.68,V02,False,Contract,
CR-20220305-MH_B-ALOO,2022-03-05,MH_B,Aloo Paratha,Potato,16.76,18.72,313.75,581.72,210.33,1105.8,115.92,V03,False,Direct_Farm,B
CR-20220305-MH_B-BOIL,05/03/2022,MH_B,Boiled Eggs,Egg,26.56,8.49,225.49,366.56,,592.05,192.19,V12,False,Contract,
CR-20220305-MH_G-BISI,2022-03-05,MH_G,Bisi Bele Bath,Lentil,29.6,110.07,3258.07,609.07,,3867.14,1279.56,V02,False,Contract,A
CR-20220305-MH_G-GULA,05/03/2022,MH_G,Gulab Jamun,Milk,13.89,62.81,872.43,578.84,55.18,1506.45,518.54,V07,False,Contract,A
CR-20220305-MH_G-COFF,"March 05, 2022",MH_G,Coffee,Coffee Beans,4.52,398.57,1801.54,371.14,240.77,2413.45,800.39,V07,False,Spot_Market,A
CR-20220305-MH_G-POHA,2022-03-05,MH_G,Poha,Flattened Rice,78.74,54.13,4262.2,614.15,228.01,2131.1,589.5,V10,False,Contract,
CR-20220305-MH_G-TEA,05/03/2022,MH_G,Tea,Tea Leaves,4.02,275.79,1108.68,258.83,,1367.51,462.38,V09,False,Direct_Farm,
CR-20220305-MH_G-EGG,2022-03-05,MH_G,Egg Curry,Egg,75.87,12.14,921.06,345.94,59.5,1326.5,251.5,V06,False,Spot_Market,
CR-20220306-MH_A-SAMO,06/03/2022,MH_A,Samosa,Potato,41.24,22.42,924.6,,232.44,1157.04,371.4,V09,False,Spot_Market,B
CR-20220306-MH_A-PRAW,06/03/2022,MH_A,Prawn Masala,Prawn,6.78,421.64,2858.72,657.23,83.36,3599.31,501.0,V12,False,Direct_Farm,
CR-20220306-MH_A-DAL,2022-03-06,MH_A,Dal Tadka,Dal,17.73,93.12,1651.02,246.47,168.85,2066.34,699.07,V02,False,Contract,A
CR-20220306-MH_A-PURI,2022-03-06,MH_A,Puri-Sabzi,Wheat,42.36,57.5,2435.7,,250.39,2686.09,879.98,V06,False,Spot_Market,B
CR-20220306-MH_A-CORN,06/03/2022,MH_A,Cornflakes,Maize,33.38,32.35,1079.84,,217.4,1297.24,376.17,V11,False,Direct_Farm,
CR-20220306-MH_A-GULA,2022-03-06,MH_A,Gulab Jamun,Milk,66.12,72.68,4805.6,417.05,,5222.65,1076.72,V06,False,Contract,A
CR-20220306-MH_B-EGG,2022-03-06,MH_B,Egg Bhurji,Egg,61.39,11.93,732.38,338.03,213.05,1283.46,185.07,V02,False,Spot_Market,B
CR-20220306-MH_B-BAIN,2022-03-06,MH_B,Baingan Bharta,Brinjal,23.19,26.89,623.58,220.97,57.78,902.33,149.56,V05,False,Contract,A
CR-20220306-MH_B-SAMB,"March 06, 2022",MH_B,Sambar Rice,Lentil,12.79,108.17,1383.49,713.26,76.33,2173.08,395.74,V11,False,Contract,B
CR-20220306-MH_B-PURI,2022-03-06,MH_B,Puri-Sabzi,Wheat,64.61,49.95,3227.27,,75.64,3302.91,420.97,V11,False,Contract,A
CR-20220306-MH_B-CHIC,2022-03-06,MH_B,Chicken Masala,Chicken,24.69,245.52,6061.89,,245.31,6307.2,1582.97,V03,False,Contract,B
CR-20220306-MH_B-DUM,2022-03-06,MH_B,Dum Aloo,Potato,5.64,20.82,,764.61,223.76,1105.79,310.38,V01,False,Direct_Farm,B
CR-20220306-MH_G-TEA,2022-03-06,MH_G,Tea,Tea Leaves,2.11,328.29,692.69,730.02,,1422.71,480.59,V09,False,Contract,
CR-20220306-MH_G-BHEL,2022-03-06,MH_G,Bhel Puri,Puffed Rice,26.3,44.48,1169.82,238.56,181.37,1589.75,367.33,V04,False,Spot_Market,A
CR-20220306-MH_G-PURI,06/03/2022,MH_G,Puri-Sabzi,Wheat,63.5,60.4,3835.4,463.04,85.49,4383.93,947.97,V04,False,Spot_Market,C
CR-20220306-MH_G-SAMO,2022-03-06,MH_G,Samosa,Potato,79.51,26.89,2138.02,616.34,,2754.36,577.23,V12,False,Spot_Market,A
CR-20220306-MH_G-ALOO,2022-03-06,MH_G,Aloo Gobi,Potato,35.88,28.94,1038.37,678.68,164.36,1881.41,570.55,V09,False,Contract,A
CR-20220306-MH_G-KEEM,2022-03-06,MH_G,Keema Matar,Mutton,6.68,579.57,3871.53,224.16,,4095.69,849.72,V10,False,Direct_Farm,A
CR-20220307-MH_A-ALOO,2022-03-07,MH_A,Aloo Gobi,Potato,37.76,45.59,1721.48,,65.24,1786.72,455.03,V11,False,Contract,B
CR-20220307-MH_A-EGG,2022-03-07,MH_A,Egg Curry,Egg,52.6,6.42,337.69,751.82,,1089.51,191.05,V08,False,Spot_Market,A
CR-20220307-MH_A-UPMA,2022-03-07,MH_A,Upma,Semolina,62.09,47.73,2963.56,552.24,,3515.8,870.75,V03,False,Spot_Market,A
CR-20220307-MH_A-BREA,2022-03-07,MH_A,Bread-Omelette,Egg,70.4,10.17,715.97,,156.93,872.9,297.35,V10,False,Direct_Farm,B
CR-20220307-MH_B-CHIC,"March 07, 2022",MH_B,Chicken Biryani,Chicken,25.47,227.16,5785.77,395.59,,6181.36,649.38,V07,False,Contract,
CR-20220307-MH_B-BREA,2022-03-07,MH_B,Bread-Omelette,Egg,38.57,6.5,250.71,,,250.71,82.63,V01,False,Spot_Market,
CR-20220307-MH_B-POHA,2022-03-07,MH_B,Poha,Flattened Rice,64.4,65.64,4227.22,747.05,,4974.27,934.41,V06,False,Contract,B
CR-20220307-MH_B-ALOO,"March 07, 2022",MH_B,Aloo Paratha,Potato,13.21,19.47,257.2,,,257.2,27.03,V12,False,Spot_Market,B
CR-20220307-MH_G-BREA,2022-03-07,MH_G,Bread-Omelette,Egg,43.6,11.68,509.25,354.66,,863.91,134.1,V07,False,Spot_Market,
CR-20220307-MH_G-IDLI,2022-03-07,MH_G,Idli-Sambar,Rice,24.33,78.39,1907.23,381.2,205.77,2494.2,266.57,V07,False,Contract,C
CR-20220307-MH_G-TEA,2022-03-07,MH_G,Tea,Tea Leaves,3.59,255.1,915.81,,,915.81,144.81,V12,False,Contract,
